"id","sex","race_ethnicity","education","completed_fertility","birth_control_education_male","birth_control_education_female","birth_control_education","first_birth_month","first_birth_year","fin_lit_score_mean","fin_lit_waves","ever_emergency_savings","emergency_savings_waves"
6817,"Female","Hispanic",17,2,NA,1,1,4,1993,5,1,0,2
6818,"Female","Hispanic",13,0,NA,1,1,NA,NA,4,1,1,2
6819,"Male","Black",12,0,0,NA,0,NA,NA,2,1,0,2
6820,"Female","Hispanic",14,0,NA,1,1,NA,NA,NA,NA,NA,NA
6821,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
6822,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6823,"Female","Hispanic",12,0,NA,0,0,NA,NA,3,1,1,2
6824,"Male","Hispanic",12,2,1,NA,1,5,1979,NA,NA,NA,NA
6825,"Female","Hispanic",16,2,NA,0,0,7,1976,3,1,0,2
6826,"Female","Hispanic",19,2,NA,1,1,7,1997,3,1,1,2
6827,"Male","Non-Black, non-Hispanic",15,1,1,NA,1,9,1989,NA,NA,NA,NA
6828,"Female","Hispanic",12,3,NA,0,0,7,1972,NA,NA,NA,NA
6829,"Female","Hispanic",16,3,NA,1,1,6,1982,5,1,1,2
6830,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6831,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6832,"Female","Hispanic",8,2,NA,NA,NA,7,1981,NA,NA,NA,NA
6833,"Male","Black",11,2,NA,NA,NA,9,1988,2,1,0,1
6834,"Male","Black",12,1,0,NA,0,10,1979,NA,NA,NA,NA
6835,"Female","Hispanic",14,1,NA,1,1,1,1996,3,1,1,2
6836,"Male","Hispanic",13,0,1,NA,1,NA,NA,3,1,1,2
6837,"Male","Black",13,2,1,NA,1,5,1978,3,1,0,2
6838,"Male","Black",12,1,1,NA,1,1,1999,3,1,1,2
6839,"Female","Black",19,3,NA,1,1,7,1989,3,1,0,2
6840,"Male","Black",12,1,1,NA,1,1,1983,4,1,1,2
6841,"Male","Black",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
6842,"Female","Black",19,3,NA,1,1,8,1989,3,1,1,2
6843,"Male","Black",18,2,1,NA,1,7,1993,4,1,1,2
6844,"Male","Black",16,0,1,NA,1,NA,NA,4,1,0,1
6845,"Female","Black",12,3,NA,1,1,4,1980,4,1,1,2
6846,"Male","Black",11,1,1,NA,1,NA,1993,3,1,1,1
6847,"Female","Black",10,5,NA,1,1,8,1981,3,1,0,2
6848,"Female","Hispanic",20,0,NA,1,1,NA,NA,4,1,1,2
6849,"Male","Black",14,4,1,NA,1,10,1981,2,1,0,2
6850,"Male","Black",16,1,1,NA,1,2,1985,NA,NA,0,1
6851,"Male","Black",12,3,1,NA,1,4,1978,NA,NA,NA,NA
6852,"Female","Black",15,2,NA,1,1,11,1997,2,1,1,2
6853,"Male","Black",18,1,1,NA,1,9,1995,4,1,1,1
6854,"Female","Black",13,2,NA,0,0,9,1982,4,1,0,1
6855,"Female","Black",16,0,NA,1,1,NA,NA,4,1,0,1
6856,"Female","Hispanic",10,3,NA,NA,NA,10,1985,2,1,0,2
6857,"Male","Hispanic",18,3,1,NA,1,12,1980,3,1,1,2
6858,"Female","Black",14,6,NA,1,1,4,1978,3,1,0,2
6859,"Male","Black",13,1,0,NA,0,6,1994,3,1,0,1
6860,"Male","Black",12,2,1,NA,1,6,1989,4,1,0,2
6861,"Male","Black",12,2,1,NA,1,4,1998,2,1,1,2
6862,"Female","Black",15,4,NA,1,1,7,1978,4,1,0,2
6863,"Male","Black",11,4,1,NA,1,2,1984,3,1,1,2
6864,"Male","Black",8,2,1,NA,1,10,1983,NA,NA,NA,NA
6865,"Male","Black",12,1,0,NA,0,12,1987,4,1,1,2
6866,"Female","Black",10,1,NA,0,0,11,1975,2,1,0,2
6867,"Male","Black",13,1,1,NA,1,4,1999,3,1,0,2
6868,"Male","Black",12,1,1,NA,1,7,1981,3,1,1,2
6869,"Female","Black",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6870,"Female","Black",14,2,NA,0,0,6,1991,NA,NA,NA,NA
6871,"Male","Black",13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6872,"Male","Black",14,1,1,NA,1,12,1989,3,1,0,2
6873,"Male","Black",12,2,1,NA,1,9,1984,4,1,0,2
6874,"Female","Non-Black, non-Hispanic",14,0,NA,0,0,NA,NA,NA,NA,NA,NA
6875,"Female","Hispanic",14,1,NA,0,0,5,1985,NA,NA,NA,NA
6876,"Female","Black",18,2,NA,1,1,6,1986,5,1,1,2
6877,"Female","Hispanic",12,2,NA,1,1,5,1998,NA,NA,1,1
6878,"Male","Black",12,3,1,NA,1,3,1981,4,1,1,2
6879,"Female","Black",16,0,NA,1,1,NA,NA,2,1,1,2
6880,"Female","Hispanic",16,2,NA,NA,NA,11,1990,3,1,1,2
6881,"Female","Black",13,3,NA,0,0,9,1985,1,1,0,2
6882,"Male","Black",12,4,1,NA,1,3,1980,2,1,1,2
6883,"Male","Black",12,3,1,NA,1,6,1989,4,1,1,1
6884,"Male","Hispanic",12,3,0,NA,0,10,1983,3,1,1,2
6885,"Female","Hispanic",12,2,NA,0,0,9,1985,2,1,0,2
6886,"Male","Hispanic",14,2,0,NA,0,6,1989,4,1,0,2
6887,"Female","Hispanic",14,1,NA,1,1,5,1998,5,1,1,2
6888,"Male","Hispanic",10,1,0,NA,0,4,1987,2,1,1,2
6889,"Male","Hispanic",13,0,0,NA,0,NA,NA,2,1,1,2
6890,"Female","Hispanic",12,2,NA,0,0,3,1980,3,1,0,1
6891,"Female","Hispanic",12,2,NA,0,0,4,1986,3,1,1,2
6892,"Male","Hispanic",12,3,0,NA,0,6,1989,4,1,1,2
6893,"Female","Hispanic",14,0,NA,1,1,NA,NA,4,1,0,1
6894,"Male","Black",12,2,1,NA,1,8,1992,4,1,1,2
6895,"Female","Black",14,0,NA,1,1,NA,NA,4,1,0,2
6896,"Male","Black",16,3,1,NA,1,7,1991,4,1,1,2
6897,"Male","Black",12,2,1,NA,1,7,1990,4,1,1,2
6898,"Male","Black",12,0,1,NA,1,NA,NA,1,1,0,1
6899,"Male","Black",9,2,0,NA,0,10,1975,NA,NA,NA,NA
6900,"Male","Black",11,0,1,NA,1,NA,NA,NA,NA,NA,NA
6901,"Female","Black",14,1,NA,1,1,1,1990,2,1,1,2
6902,"Male","Black",12,1,1,NA,1,3,1986,2,1,0,1
6903,"Male","Black",16,1,1,NA,1,8,1979,NA,NA,NA,NA
6904,"Male","Black",12,1,0,NA,0,6,1987,2,1,1,2
6905,"Female","Black",15,1,NA,1,1,11,1998,1,1,0,2
6906,"Male","Black",11,2,0,NA,0,8,1982,1,1,1,1
6907,"Male","Black",12,1,1,NA,1,2,1987,3,1,1,2
6908,"Male","Black",13,2,1,NA,1,6,1982,5,1,0,2
6909,"Male","Black",12,1,1,NA,1,12,1982,3,1,1,2
6910,"Male","Hispanic",12,1,1,NA,1,2,1993,1,1,0,1
6911,"Male","Hispanic",12,3,0,NA,0,6,1990,5,1,0,2
6912,"Male","Black",16,0,1,NA,1,NA,NA,5,1,0,2
6913,"Female","Black",18,3,NA,1,1,7,1990,4,1,1,2
6914,"Male","Black",16,1,1,NA,1,10,1997,5,1,1,2
6915,"Female","Hispanic",14,1,NA,0,0,11,2000,4,1,0,1
6916,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,9,1975,NA,NA,NA,NA
6917,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,7,1980,NA,NA,NA,NA
6918,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,11,1988,NA,NA,NA,NA
6919,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,4,1983,NA,NA,NA,NA
6920,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,3,1980,NA,NA,NA,NA
6921,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6922,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
6923,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6924,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,5,1987,NA,NA,NA,NA
6925,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6926,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,NA,NA,NA,NA
6927,"Male","Non-Black, non-Hispanic",10,3,1,NA,1,5,1976,NA,NA,NA,NA
6928,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,9,1979,NA,NA,NA,NA
6929,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6930,"Female","Hispanic",14,3,NA,0,0,10,1980,2,1,0,2
6931,"Female","Hispanic",12,1,NA,0,0,9,1981,2,1,1,2
6932,"Female","Black",12,0,NA,1,1,NA,NA,3,1,1,2
6933,"Female","Black",17,1,NA,1,1,7,1990,NA,NA,NA,NA
6934,"Female","Black",18,0,NA,1,1,NA,NA,NA,NA,NA,NA
6935,"Male","Non-Black, non-Hispanic",12,2,NA,NA,NA,1,1982,NA,NA,NA,NA
6936,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6937,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,6,1987,NA,NA,NA,NA
6938,"Male","Hispanic",12,2,1,NA,1,2,1993,5,1,1,2
6939,"Female","Hispanic",12,2,NA,1,1,8,1991,3,1,1,2
6940,"Female","Hispanic",12,2,NA,0,0,6,1986,1,1,1,2
6941,"Male","Hispanic",12,0,1,NA,1,NA,NA,2,1,0,1
6942,"Male","Hispanic",13,2,1,NA,1,1,1988,4,1,1,2
6943,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,9,1976,NA,NA,NA,NA
6944,"Female","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6945,"Female","Non-Black, non-Hispanic",12,2,NA,NA,NA,11,1984,NA,NA,NA,NA
6946,"Male","Black",14,1,1,NA,1,1,1983,NA,NA,NA,NA
6947,"Male","Black",12,2,1,NA,1,10,1989,NA,NA,0,1
6948,"Female","Black",12,2,NA,1,1,7,1979,1,1,1,1
6949,"Female","Black",12,0,NA,1,1,NA,NA,4,1,0,2
6950,"Female","Black",12,3,NA,1,1,12,1981,1,1,1,2
6951,"Female","Hispanic",18,2,NA,1,1,8,1991,NA,NA,NA,NA
6952,"Female","Black",12,2,NA,1,1,12,1982,2,1,1,2
6953,"Female","Black",14,4,NA,1,1,12,1985,3,1,0,2
6954,"Male","Hispanic",14,2,1,NA,1,1,1980,3,1,1,2
6955,"Male","Hispanic",12,2,1,NA,1,9,1988,4,1,1,1
6956,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,5,1982,NA,NA,NA,NA
6957,"Female","Black",12,2,NA,1,1,4,1989,1,1,1,2
6958,"Male","Hispanic",13,4,1,NA,1,6,1982,3,1,0,2
6959,"Male","Hispanic",16,4,1,NA,1,10,1982,3,1,1,2
6960,"Male","Hispanic",12,3,1,NA,1,8,1983,5,1,0,2
6961,"Male","Black",12,3,NA,NA,NA,8,1985,NA,NA,0,1
6962,"Female","Black",9,3,NA,NA,NA,9,1979,1,1,0,2
6963,"Female","Non-Black, non-Hispanic",9,3,NA,1,1,8,1980,NA,NA,NA,NA
6964,"Male","Black",12,4,0,NA,0,6,1984,4,1,1,2
6965,"Female","Non-Black, non-Hispanic",11,3,NA,1,1,12,1982,NA,NA,NA,NA
6966,"Female","Black",12,3,NA,1,1,5,1982,2,1,0,2
6967,"Female","Black",11,6,NA,1,1,7,1978,2,1,0,2
6968,"Female","Black",14,1,NA,1,1,8,1996,3,1,1,2
6969,"Male","Black",12,2,1,NA,1,10,1984,2,1,0,2
6970,"Female","Black",12,2,NA,1,1,12,1975,1,1,1,2
6971,"Female","Black",15,3,NA,0,0,9,1981,4,1,0,2
6972,"Male","Black",12,4,1,NA,1,6,1985,3,1,1,2
6973,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,NA,NA,NA,NA
6974,"Male","Non-Black, non-Hispanic",19,1,1,NA,1,7,1988,NA,NA,NA,NA
6975,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,NA,NA,NA,NA
6976,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,NA,NA,NA,NA
6977,"Female","Non-Black, non-Hispanic",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6978,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6979,"Female","Non-Black, non-Hispanic",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6980,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,NA,NA,NA,NA
6981,"Female","Non-Black, non-Hispanic",13,0,NA,1,1,NA,NA,NA,NA,NA,NA
6982,"Female","Non-Black, non-Hispanic",15,0,NA,1,1,NA,NA,NA,NA,NA,NA
6983,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,4,1986,NA,NA,NA,NA
6984,"Female","Non-Black, non-Hispanic",18,0,NA,0,0,NA,NA,NA,NA,NA,NA
6985,"Female","Non-Black, non-Hispanic",16,0,NA,0,0,NA,NA,NA,NA,NA,NA
6986,"Female","Non-Black, non-Hispanic",16,0,NA,0,0,NA,NA,NA,NA,NA,NA
6987,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,8,1982,NA,NA,NA,NA
6988,"Male","Black",15,5,1,NA,1,5,1984,2,1,0,2
6989,"Female","Black",15,2,NA,1,1,9,1979,3,1,0,1
6990,"Female","Black",12,0,NA,1,1,NA,NA,2,1,1,2
6991,"Male","Black",12,3,1,NA,1,12,1989,2,1,0,2
6992,"Female","Black",14,3,NA,1,1,1,1984,2,1,1,2
6993,"Male","Black",12,3,1,NA,1,1,1977,2,1,1,2
6994,"Female","Black",12,1,NA,1,1,11,1977,3,1,0,1
6995,"Female","Black",9,4,NA,1,1,10,1976,5,1,0,2
6996,"Male","Black",18,3,1,NA,1,1,1991,3,1,1,2
6997,"Female","Black",12,0,NA,1,1,NA,NA,3,1,0,2
6998,"Male","Black",16,1,1,NA,1,6,2006,5,1,1,2
6999,"Female","Black",14,0,NA,1,1,NA,NA,4,1,1,2
7000,"Female","Black",12,4,NA,1,1,12,1983,NA,NA,NA,NA
7001,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1982,NA,NA,NA,NA
7002,"Female","Black",13,3,NA,1,1,11,1980,2,1,1,2
7003,"Male","Black",12,1,1,NA,1,4,1992,2,1,0,2
7004,"Male","Black",12,4,1,NA,1,9,1989,4,1,1,2
7005,"Female","Black",12,0,NA,1,1,NA,NA,2,1,1,2
7006,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,9,1977,NA,NA,NA,NA
7007,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
7008,"Male","Black",13,7,1,NA,1,5,1981,2,1,0,2
7009,"Male","Black",12,3,0,NA,0,8,1974,2,1,1,1
7010,"Male","Black",12,4,1,NA,1,4,1986,2,1,1,1
7011,"Male","Non-Black, non-Hispanic",18,0,1,NA,1,NA,NA,NA,NA,NA,NA
7012,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,7,1977,NA,NA,NA,NA
7013,"Male","Non-Black, non-Hispanic",18,1,1,NA,1,11,1987,NA,NA,NA,NA
7014,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
7015,"Female","Non-Black, non-Hispanic",10,4,NA,0,0,5,1975,NA,NA,NA,NA
7016,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,11,1986,NA,NA,NA,NA
7017,"Female","Non-Black, non-Hispanic",15,0,NA,1,1,NA,NA,NA,NA,NA,NA
7018,"Male","Hispanic",9,1,0,NA,0,5,1986,3,1,0,1
7019,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,8,1984,NA,NA,NA,NA
7020,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,6,1983,NA,NA,NA,NA
7021,"Female","Non-Black, non-Hispanic",9,1,NA,1,1,12,1989,NA,NA,NA,NA
7022,"Female","Non-Black, non-Hispanic",9,3,NA,1,1,9,1980,NA,NA,NA,NA
7023,"Male","Non-Black, non-Hispanic",8,2,1,NA,1,12,1982,NA,NA,NA,NA
7024,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
7025,"Male","Hispanic",12,0,1,NA,1,NA,NA,3,1,1,2
7026,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,9,1981,NA,NA,NA,NA
7027,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,1,1981,NA,NA,NA,NA
7028,"Female","Non-Black, non-Hispanic",12,2,NA,NA,NA,7,1984,NA,NA,NA,NA
7029,"Male","Non-Black, non-Hispanic",10,0,0,NA,0,NA,NA,NA,NA,NA,NA
7030,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,8,1984,NA,NA,NA,NA
7031,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,10,1983,NA,NA,NA,NA
7032,"Female","Non-Black, non-Hispanic",14,1,NA,0,0,12,1981,NA,NA,NA,NA
7033,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,5,1985,NA,NA,NA,NA
7034,"Female","Non-Black, non-Hispanic",10,3,NA,NA,NA,5,1985,NA,NA,NA,NA
7035,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1982,NA,NA,NA,NA
7036,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
7037,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,2,1986,NA,NA,NA,NA
7038,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,7,1984,NA,NA,NA,NA
7039,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,7,1983,NA,NA,NA,NA
7040,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
7041,"Male","Non-Black, non-Hispanic",10,1,0,NA,0,8,1978,NA,NA,NA,NA
7042,"Female","Non-Black, non-Hispanic",10,1,NA,0,0,8,1978,NA,NA,NA,NA
7043,"Male","Non-Black, non-Hispanic",14,2,0,NA,0,9,1982,NA,NA,NA,NA
7044,"Male","Non-Black, non-Hispanic",10,3,1,NA,1,1,1976,NA,NA,NA,NA
7045,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,1,1976,NA,NA,NA,NA
7046,"Female","Hispanic",12,3,NA,0,0,1,1983,5,1,0,1
7047,"Male","Hispanic",0,3,0,NA,0,1,1983,NA,NA,NA,NA
7048,"Female","Hispanic",16,1,NA,1,1,10,2004,4,1,1,2
7049,"Female","Hispanic",12,4,NA,1,1,7,1980,2,1,0,2
7050,"Female","Hispanic",12,0,NA,1,1,NA,NA,3,1,0,2
7051,"Female","Non-Black, non-Hispanic",8,1,NA,NA,NA,4,1979,NA,NA,NA,NA
7052,"Female","Non-Black, non-Hispanic",9,1,NA,1,1,5,1984,NA,NA,NA,NA
7053,"Female","Non-Black, non-Hispanic",9,5,NA,0,0,7,1975,NA,NA,NA,NA
7054,"Female","Hispanic",13,1,NA,1,1,6,1981,1,1,1,2
7055,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,8,1984,NA,NA,NA,NA
7056,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
7057,"Male","Non-Black, non-Hispanic",11,2,0,NA,0,4,1984,NA,NA,NA,NA
7058,"Female","Non-Black, non-Hispanic",9,1,NA,1,1,5,1980,NA,NA,NA,NA
7059,"Male","Non-Black, non-Hispanic",9,0,0,NA,0,NA,NA,NA,NA,NA,NA
7060,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
7061,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
7062,"Male","Non-Black, non-Hispanic",9,3,1,NA,1,11,1984,NA,NA,NA,NA
7063,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
7064,"Female","Black",12,2,NA,1,1,3,1981,1,1,0,2
7065,"Female","Black",14,3,NA,1,1,9,1978,3,1,1,2
7066,"Female","Hispanic",12,5,NA,1,1,6,1976,2,1,0,2
7067,"Female","Black",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
7068,"Male","Black",13,3,1,NA,1,4,1982,1,1,0,1
7069,"Male","Black",14,0,1,NA,1,NA,NA,3,1,0,2
7070,"Male","Black",13,1,1,NA,1,9,1982,3,1,0,2
7071,"Male","Black",15,1,1,NA,1,2,1992,2,1,0,2
7072,"Male","Black",12,3,0,NA,0,11,1986,3,1,0,2
7073,"Female","Black",15,3,NA,0,0,1,1985,4,1,0,2
7074,"Female","Black",16,2,NA,1,1,2,1978,4,1,0,2
7075,"Female","Black",16,2,NA,1,1,9,1986,3,1,1,2
7076,"Male","Black",16,0,0,NA,0,NA,NA,3,1,1,2
7077,"Female","Black",12,3,NA,1,1,8,1979,2,1,0,2
7078,"Male","Black",12,2,1,NA,1,10,1982,4,1,0,1
7079,"Male","Black",12,2,0,NA,0,2,1985,1,1,0,2
7080,"Male","Black",14,6,1,NA,1,10,1980,3,1,1,2
7081,"Female","Black",18,2,NA,1,1,9,1986,2,1,1,2
7082,"Male","Black",14,1,1,NA,1,4,1984,2,1,1,2
7083,"Male","Black",13,7,1,NA,1,4,1980,3,1,0,2
7084,"Female","Black",18,3,NA,0,0,9,1985,2,1,0,2
7085,"Female","Black",13,3,NA,1,1,12,1979,3,1,0,2
7086,"Female","Black",16,3,NA,1,1,6,1990,3,1,1,2
7087,"Male","Black",12,2,1,NA,1,12,1989,4,1,0,2
7088,"Female","Black",12,4,NA,1,1,3,1978,3,1,0,1
7089,"Female","Black",13,5,NA,0,0,11,1977,2,1,0,2
7090,"Male","Black",10,0,1,NA,1,NA,NA,NA,NA,NA,NA
7091,"Male","Black",14,0,1,NA,1,NA,NA,NA,NA,NA,NA
7092,"Female","Black",20,1,NA,0,0,5,1978,4,1,0,2
7093,"Male","Black",14,0,1,NA,1,NA,NA,4,1,0,1
7094,"Female","Black",12,3,NA,1,1,11,1974,2,1,1,2
7095,"Female","Black",12,0,NA,0,0,NA,NA,1,1,0,2
7096,"Female","Black",12,0,NA,0,0,NA,NA,4,1,0,2
7097,"Female","Black",14,1,NA,0,0,11,1974,4,1,1,2
7098,"Female","Non-Black, non-Hispanic",10,2,NA,1,1,6,1976,NA,NA,NA,NA
7099,"Male","Black",18,2,1,NA,1,5,1992,5,1,1,2
7100,"Male","Black",15,0,1,NA,1,NA,NA,NA,NA,NA,NA
7101,"Male","Black",13,3,0,NA,0,6,1981,4,1,1,2
7102,"Female","Black",18,2,NA,1,1,7,1986,2,1,0,2
7103,"Male","Black",20,1,NA,NA,NA,1,1985,4,1,1,2
7104,"Male","Black",16,2,1,NA,1,5,2000,4,1,1,2
7105,"Female","Black",17,2,NA,1,1,9,1981,NA,NA,NA,NA
7106,"Female","Black",16,1,NA,0,0,6,1997,4,1,1,2
7107,"Female","Black",16,0,NA,1,1,NA,NA,4,1,0,2
7108,"Male","Non-Black, non-Hispanic",14,0,0,NA,0,NA,NA,NA,NA,NA,NA
7109,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
7110,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,2,1989,NA,NA,NA,NA
7111,"Female","Non-Black, non-Hispanic",13,2,NA,1,1,4,1986,NA,NA,NA,NA
7112,"Male","Non-Black, non-Hispanic",10,1,0,NA,0,2,1986,NA,NA,NA,NA
7113,"Male","Black",12,5,0,NA,0,11,1981,1,1,0,2
7114,"Male","Black",14,1,1,NA,1,5,2005,4,1,1,2
7115,"Female","Black",13,2,NA,1,1,6,1983,2,1,1,2
7116,"Female","Black",16,3,NA,1,1,5,1976,3,1,1,1
7117,"Male","Black",9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7118,"Female","Black",14,1,NA,1,1,12,1998,1,1,0,1
7119,"Male","Black",20,3,1,NA,1,8,1991,4,1,1,1
7120,"Female","Black",14,1,NA,1,1,6,1986,3,1,1,2
7121,"Male","Black",16,0,1,NA,1,NA,NA,4,1,1,2
7122,"Male","Black",12,4,1,NA,1,9,1983,NA,NA,NA,NA
7123,"Female","Black",13,3,NA,1,1,8,1986,3,1,0,2
7124,"Female","Black",12,2,NA,0,0,2,1975,1,1,1,2
7125,"Male","Black",12,4,1,NA,1,10,1985,3,1,1,2
7126,"Female","Black",12,3,NA,1,1,8,1978,NA,NA,1,2
7127,"Female","Black",12,4,NA,1,1,7,1981,2,1,0,2
7128,"Female","Black",13,2,NA,1,1,8,1979,3,1,1,2
7129,"Male","Black",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
7130,"Female","Black",15,2,NA,1,1,9,1978,3,1,0,2
7131,"Male","Black",13,1,1,NA,1,1,1989,4,1,0,1
7132,"Male","Black",12,2,0,NA,0,3,1981,NA,NA,0,2
7133,"Male","Black",12,4,1,NA,1,12,1978,3,1,1,2
7134,"Male","Black",12,3,0,NA,0,8,1978,3,1,0,2
7135,"Male","Black",11,1,0,NA,0,9,1982,4,1,0,2
7136,"Male","Black",12,6,1,NA,1,8,1978,3,1,0,2
7137,"Female","Black",14,2,NA,1,1,5,1993,NA,NA,0,1
7138,"Female","Black",12,3,NA,1,1,12,1975,2,1,0,2
7139,"Female","Black",10,3,NA,1,1,4,1984,2,1,0,2
7140,"Male","Black",12,4,0,NA,0,11,1979,3,1,0,2
7141,"Male","Black",12,3,1,NA,1,6,1978,4,1,0,2
7142,"Male","Black",12,0,1,NA,1,NA,NA,2,1,1,2
7143,"Male","Black",17,1,1,NA,1,9,1987,3,1,0,2
7144,"Female","Hispanic",12,2,NA,1,1,9,1980,3,1,0,2
7145,"Male","Hispanic",12,0,1,NA,1,NA,NA,5,1,1,1
7146,"Female","Black",12,2,NA,1,1,4,1986,3,1,0,2
7147,"Female","Black",16,1,NA,0,0,3,1991,3,1,1,2
7148,"Female","Black",15,2,NA,1,1,11,1984,4,1,0,2
7149,"Male","Black",12,1,1,NA,1,3,1990,3,1,1,2
7150,"Male","Black",18,1,1,NA,1,2,1999,5,1,0,1
7151,"Male","Black",12,4,0,NA,0,12,1978,4,1,0,1
7152,"Female","Black",15,4,NA,1,1,7,1983,2,1,1,2
7153,"Female","Black",13,2,NA,1,1,9,1982,2,1,0,2
7154,"Male","Black",12,5,1,NA,1,7,1984,2,1,1,2
7155,"Male","Black",12,4,1,NA,1,6,1975,3,1,0,1
7156,"Female","Black",12,3,NA,1,1,12,1983,3,1,0,1
7157,"Female","Black",12,2,NA,0,0,2,1976,5,1,0,2
7158,"Female","Black",10,5,NA,0,0,12,1975,2,1,0,2
7159,"Female","Black",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7160,"Female","Black",15,1,NA,NA,NA,3,1988,1,1,0,2
7161,"Male","Black",12,2,NA,NA,NA,4,1983,3,1,0,2
7162,"Male","Black",13,0,1,NA,1,NA,NA,2,1,0,2
7163,"Female","Black",13,4,NA,1,1,12,1978,4,1,0,2
7164,"Male","Black",12,0,1,NA,1,NA,NA,5,1,1,2
7165,"Male","Black",15,0,1,NA,1,NA,NA,1,1,1,2
7166,"Female","Black",20,2,NA,1,1,6,1992,2,1,1,2
7167,"Female","Non-Black, non-Hispanic",10,2,NA,0,0,11,1974,NA,NA,NA,NA
7168,"Male","Non-Black, non-Hispanic",18,1,1,NA,1,2,1986,NA,NA,NA,NA
